Hawaii Nonprofit Name,EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
HAWAII HOSPITAL EDUCATION AND RESEARCH FOUNDATION,510172774,HAWAII HOSPITAL EDUCATION AND RESEARCH FOUNDATION,,707 RICHARDS STREET PH2,HONOLULU,HI,96813-4613,0.0,3.0,3.0,2000.0,197511.0,1.0,15.0,124000000.0,1.0,1.0,202406.0,6.0,6.0,1.0,0.0,6.0,2784290.0,3726182.0,3725088.0,H00J,
HAWAII HOTEL INDUSTRY FOUNDATION,990194293,HAWAII HOTEL INDUSTRY FOUNDATION,% MULIUFI HANNEMANN,2270 KALAKAUA AVE STE 1702,HONOLULU,HI,96815-2551,0.0,3.0,3.0,1000.0,198406.0,1.0,16.0,602000000.0,1.0,1.0,202312.0,6.0,6.0,1.0,0.0,12.0,1173211.0,3641112.0,3254707.0,S21Z,
HAWAII INSTITUTE OF INTEGRATIVE HEALTH,990327446,HAWAII INSTITUTE OF INTEGRATIVE HEALTH,,50 SOUTH BERETANIA STREET C-119 B,HONOLULU,HI,96813-2227,0.0,3.0,3.0,1000.0,199703.0,1.0,15.0,994123000.0,1.0,1.0,202312.0,4.0,3.0,1.0,0.0,12.0,109228.0,52157.0,52157.0,A20,HAWAII HEALTH FOUNDATION
HAWAII IRON WORKERS HEALTH AND WELFARE TRUST FUND,990166475,HAWAII IRON WORKERS HEALTH AND WELFARE TRUST FUND,,94-497 UKEE ST,WAIPAHU,HI,96797-4243,0.0,9.0,3.0,1000.0,197707.0,2.0,0.0,264265000.0,2.0,1.0,202307.0,8.0,8.0,1.0,0.0,7.0,20772894.0,30027400.0,11291080.0,,
HAWAII ISLAND HIV/AIDS FOUNDATION,NOT FOUND,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAWAII ISLAND HEALTH INFORMATION EXCHANGE,452465951,HAWAII ISLAND HEALTH INFORMATION EXCHANGE,% SNETHA SOOD,PO BOX 1612,KAPAAU,HI,96755-1441,0.0,3.0,3.0,1200.0,202408.0,1.0,15.0,0.0,1.0,1.0,202312.0,1.0,0.0,2.0,0.0,12.0,1459.0,0.0,0.0,E01,HAWAII ISLAND BEACON COMMUNITY
HAWAII KOREAN NURSES ASSOCIATION,994735693,HAWAII KOREAN NURSES ASSOCIATION,% KYOUNG EUN LEE,2528 MCCARTHY MALL RM 442,HONOLULU,HI,96822-2214,0.0,3.0,3.0,1200.0,202409.0,1.0,15.0,0.0,1.0,1.0,,0.0,0.0,2.0,0.0,12.0,,,,E03,
HAWAII LICENSED CAREGIVERS FOUNDATION,991682528,HAWAII LICENSED CAREGIVERS FOUNDATION,% NORMA DOCTOR SPARKS,PO BOX 1107,KOLOA,HI,96756-1107,0.0,3.0,3.0,1200.0,202501.0,1.0,16.0,0.0,1.0,1.0,,0.0,0.0,2.0,0.0,12.0,,,,E92,
HAWAII LIFE AND DISABILITY INSURANCE GUARANTY ASSOCIATION,990224036,HAWAII LIFE AND DISABILITY INSURANCE GUARANTY ASSOCIATION,,1003 BISHOP ST STE 2030,HONOLULU,HI,96813-6454,0.0,6.0,3.0,2000.0,198311.0,2.0,0.0,229259904.0,5.0,1.0,202412.0,8.0,8.0,1.0,0.0,12.0,33826960.0,12930245.0,1798258.0,,
HAWAII LONGEVITY CENTER,811516636,HAWAII LONGEVITY CENTER,,1188 BISHOP ST STE 1204,HONOLULU,HI,96813-3305,0.0,3.0,3.0,1280.0,201604.0,1.0,16.0,0.0,1.0,1.0,202212.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,E60,
HAWAII MEDICAL ASSOCIATION,990067306,HAWAII MEDICAL ASSOCIATION,,1360 S BERETANIA ST STE 200,HONOLULU,HI,96814-1520,0.0,6.0,3.0,2000.0,194707.0,2.0,0.0,205000000.0,5.0,1.0,202312.0,6.0,4.0,1.0,0.0,12.0,1136363.0,487930.0,446145.0,,
HAWAII MEDICAL DIRECTORS ASSOCIATION,264117428,HAWAII MEDICAL DIRECTORS ASSOCIATION,% AIDA WEN,347 N KUAKINI ST,HONOLULU,HI,96817-2306,0.0,6.0,3.0,2000.0,200903.0,2.0,0.0,0.0,1.0,1.0,202306.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,E03,
HAWAII MEDICAL FELLOWSHIP FOUNDATION,990291086,HAWAII MEDICAL FELLOWSHIP FOUNDATION,% YU SHEN CHAN,1212 NUUANU AVE APT 4008,HONOLULU,HI,96817-4042,0.0,3.0,3.0,1000.0,199608.0,1.0,16.0,154000000.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,E32Z,
HAWAII MEDICAL FOUNDATION,237063698,HAWAII MEDICAL FOUNDATION,,1360 S BERETANIA ST STE 200,HONOLULU,HI,96814-1520,0.0,3.0,3.0,2800.0,197004.0,1.0,15.0,161180059.0,1.0,1.0,202406.0,4.0,4.0,1.0,0.0,6.0,348817.0,271028.0,271028.0,H30Z,
HAWAII MEDICAL SERVICE ASSOCIATION RETIREE HEALTH BENEFITS TR,776235574,HAWAII MEDICAL SERVICE ASSOCIATION RETIREE HEALTH BENEFITS TR,% STEVE VAN RIBBINK,PO BOX 860,HONOLULU,HI,96808-0860,0.0,9.0,3.0,1000.0,200602.0,2.0,0.0,0.0,2.0,1.0,202312.0,9.0,6.0,1.0,0.0,12.0,56186757.0,2925825.0,1728289.0,Y43,
HAWAII MOTHERS MILK INC,990161419,HAWAII MOTHERS MILK INC,% KAPIOLANI CHILDRENS MED CTR,1319 PUNAHOU STREET DIAMOND HEAD T,HONOLULU,HI,96826-1001,0.0,3.0,3.0,1000.0,197510.0,1.0,15.0,179000000.0,1.0,1.0,202312.0,1.0,3.0,1.0,0.0,12.0,6710.0,60393.0,46495.0,E4XZ,
HAWAII NEUROLOGICAL SOCIETY,300409536,HAWAII NEUROLOGICAL SOCIETY,% TODD DEVERE MD,520 LUNALILO HOME RD UNIT 220,HONOLULU,HI,96825-1717,0.0,3.0,3.0,1000.0,201107.0,1.0,16.0,0.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,G96,
HAWAII OBSTETRICS AND GYNECOLOGY RESEARCH AND EDUCATION FOUNDATION,990305156,HAWAII OBSTETRICS AND GYNECOLOGY RESEARCH AND EDUCATION FOUNDATION,,1319 PUNAHOU ST STE 824,HONOLULU,HI,96826-1032,0.0,3.0,3.0,1000.0,199403.0,1.0,16.0,179000000.0,1.0,1.0,202312.0,6.0,6.0,1.0,0.0,12.0,1818109.0,1134841.0,85409.0,H99Z,
HAWAII OPTOMETRIC ASSOCIATION,990270974,HAWAII OPTOMETRIC ASSOCIATION,,98-820 MOANALUA ROAD 15-1/179,AIEA,HI,96701-5200,0.0,6.0,3.0,1000.0,199203.0,2.0,0.0,205000000.0,1.0,1.0,202412.0,4.0,4.0,1.0,0.0,12.0,105477.0,295666.0,295666.0,,
HAWAII PACIFIC GERONTOLOGICAL SOCIETY,990211232,HAWAII PACIFIC GERONTOLOGICAL SOCIETY,,PO BOX 3714,HONOLULU,HI,96812-3714,0.0,3.0,3.0,2000.0,198205.0,1.0,16.0,205995000.0,1.0,1.0,202312.0,4.0,3.0,1.0,0.0,12.0,101677.0,75322.0,75322.0,,
HAWAII PACIFIC HEALTH,383835105,HAWAII PACIFIC HEALTH GROUP RETURN,% ANN HO,55 MERCHANT STREET 24TH FLOOR,HONOLULU,HI,96813-4333,5834.0,3.0,9.0,1000.0,201101.0,0.0,17.0,0.0,0.0,1.0,202406.0,9.0,9.0,3.0,0.0,6.0,1381651194.0,1870249967.0,1838335298.0,,
HAWAII PACIFIC HEALTH GROUP RETURN,383835105,HAWAII PACIFIC HEALTH GROUP RETURN,% ANN HO,55 MERCHANT STREET 24TH FLOOR,HONOLULU,HI,96813-4333,5834.0,3.0,9.0,1000.0,201101.0,0.0,17.0,0.0,0.0,1.0,202406.0,9.0,9.0,3.0,0.0,6.0,1381651194.0,1870249967.0,1838335298.0,,
HAWAII PACIFIC NEUROSCIENCE FOUNDATION,462610142,HAWAII PACIFIC NEUROSCIENCE FOUNDATION,% MICHELLE LIOW,2230 LILIHA ST STE 104,HONOLULU,HI,96817-7357,0.0,3.0,3.0,1000.0,202003.0,1.0,16.0,0.0,1.0,1.0,202412.0,3.0,4.0,1.0,0.0,12.0,46061.0,147391.0,147391.0,E60,
HAWAII PALLIATIVE & HOSPICE CARE COLLABORATIVE,332560496,HAWAII PALLIATIVE & HOSPICE CARE COLLABORATIVE,% MELANIE DWYER,400 MAHALANI ST,WAILUKU,HI,96793-2547,0.0,3.0,3.0,2000.0,202501.0,1.0,15.0,0.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,E01,
HAWAII PARKINSON ASSOCIATION INC,990327454,HAWAII PARKINSON ASSOCIATION INC,,2228 LILIHA ST STE 206,HONOLULU,HI,96817-1652,0.0,3.0,3.0,1000.0,201511.0,1.0,16.0,161180927.0,1.0,1.0,202312.0,4.0,4.0,1.0,0.0,12.0,448066.0,184294.0,184294.0,,
HAWAII PEDIATRIC ASSOCIATION RESEARCH AND EDUCATION FOUNDATION,990305157,HAWAII PEDIATRIC ASSOCIATION RESEARCH AND EDUCATION FOUNDATION,,1319 PUNAHOU ST FL 7TH,HONOLULU,HI,96826-1072,0.0,3.0,3.0,1000.0,199401.0,1.0,16.0,179000000.0,1.0,1.0,202312.0,6.0,3.0,1.0,0.0,12.0,1133197.0,68792.0,26616.0,H20Z,
HAWAII PHARMACISTS ASSOCIATION,996010136,HAWAII PHARMACISTS ASSOCIATION,,PO BOX 22954,HONOLULU,HI,96823-2954,0.0,6.0,3.0,2000.0,197103.0,2.0,0.0,205000000.0,1.0,1.0,202312.0,4.0,3.0,1.0,0.0,12.0,114667.0,54354.0,54354.0,,
HAWAII PODIATRY ASSOCIATION,237395104,HAWAII PODIATRY ASSOCIATION,% TYLER CHIHARA,2964 MOKOI ST,LIHUE,HI,96766-1532,0.0,6.0,3.0,2000.0,197409.0,2.0,0.0,205000000.0,1.0,1.0,202312.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,,
HAWAII PRIMARY CARE ASSOCIATION,412201519,HAWAII HEALTH INFORMATION EXCHANGE,% HAWAII PRIMARY CARE ASSOCIATION,900 FORT STREET MALL STE 1050,HONOLULU,HI,96813-3716,0.0,3.0,3.0,1000.0,201001.0,1.0,15.0,0.0,1.0,1.0,202406.0,6.0,6.0,1.0,0.0,6.0,1374217.0,3423858.0,3423858.0,W050,
HAWAII PROSTATE CANCER COALITION,841695793,HAWAII PROSTATE CANCER COALITION,% HIRO PAUL MIZUE,98-1214 ALOLUA ST,AIEA,HI,96701-3088,0.0,3.0,3.0,1000.0,201110.0,1.0,15.0,0.0,1.0,1.0,202312.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,G30,HSPCC
HAWAII PSYCHIATRIC SOC DIST BRANCH OF AMER PSYCHIATRIC ASSOC,996015793,HAWAII PSYCHIATRIC SOC DIST BRANCH OF AMER PSYCHIATRIC ASSOC,% MARLIS KORBER,PO BOX 2785,HONOLULU,HI,96803-2785,0.0,6.0,3.0,2000.0,202405.0,2.0,0.0,205059000.0,1.0,1.0,202312.0,2.0,3.0,2.0,0.0,12.0,22332.0,41732.0,41732.0,S41,
HAWAII PSYCHOLOGICAL ASSOCIATION,990231067,HAWAII PSYCHOLOGICAL ASSOCIATION,,PO BOX 833,HONOLULU,HI,96808-0833,0.0,6.0,3.0,1000.0,198412.0,2.0,0.0,205000000.0,1.0,1.0,202312.0,4.0,4.0,1.0,0.0,12.0,261124.0,196022.0,196022.0,,
HAWAII PUBLIC HEALTH ASSOCIATION,990175490,HAWAII PUBLIC HEALTH ASSOCIATION,,7192 KALANIANAOLE HWY STE A143A,HONOLULU,HI,96825-1849,0.0,3.0,3.0,2000.0,198206.0,1.0,16.0,205480149.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,,
HAWAII PUBLIC HEALTH INSTITUTE,680637054,HAWAII PUBLIC HEALTH INSTITUTE,% ANTONIO J SAGUIBO,707 RICHARDS ST STE 300,HONOLULU,HI,96813-4624,0.0,3.0,3.0,1000.0,200707.0,1.0,15.0,0.0,1.0,1.0,202312.0,6.0,7.0,1.0,0.0,12.0,4643516.0,9953649.0,9664406.0,G45,HEALTHY COMMUNITITIES HAWAII AND
HAWAII REHABILITATION CENTER,933459499,HAWAII REHABILITATION CENTER,% MIKE MUKHA,PO BOX 377483,OCEAN VIEW,HI,96737-7483,0.0,3.0,3.0,1000.0,202310.0,1.0,15.0,0.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,E60,
HAWAII RETINA RESEARCH FOUNDATION,461597461,HAWAII RETINA RESEARCH FOUNDATION,% PAUL SIBLEY,1620 ALA MOANA BLVD STE 500,HONOLULU,HI,96815-1437,0.0,3.0,3.0,1000.0,201408.0,1.0,15.0,0.0,1.0,1.0,202312.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,G41,
HAWAII RHEUMATOLOGY SOCIETY,301150500,HAWAII RHEUMATOLOGY SOCIETY,% KRISTINE M URAMOTO MD,550 S BERETANIA STREET,HONOLULU,HI,96813-2414,0.0,3.0,3.0,1000.0,201906.0,1.0,15.0,0.0,1.0,1.0,202312.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,E60,
HAWAII RURAL WATER ASSOCIATION,270711752,HAWAII RURAL WATER ASSOCIATION,,PO BOX 385212,WAIKOLOA,HI,96738-0212,0.0,3.0,3.0,1000.0,201806.0,1.0,15.0,0.0,1.0,1.0,202312.0,5.0,6.0,1.0,0.0,12.0,520670.0,1269816.0,1269816.0,C32,
HAWAII SCHOOL NUTRITION ASSOCIATION,822710173,HAWAII SCHOOL NUTRITION ASSOCIATION,% MARLOW DEREGO,PO BOX 1691,AIEA,HI,96701-7691,0.0,3.0,3.0,2000.0,202003.0,1.0,16.0,0.0,5.0,1.0,202406.0,2.0,2.0,2.0,0.0,6.0,20022.0,10963.0,10963.0,E70,HAWAII SNA
HAWAII SOCIETY FOR RESPIRATORY CARE,237400284,HAWAII SOCIETY FOR RESPIRATORY CARE,% DIANE BRENESSEL,PO BOX 283166,HONOLULU,HI,96828-3166,0.0,6.0,3.0,2000.0,197410.0,2.0,0.0,179205206.0,5.0,1.0,202312.0,4.0,4.0,1.0,0.0,12.0,104686.0,106994.0,106994.0,,
HAWAII SOCIETY OF OBSTETRICIANS AND GYNECOLOGISTS,834626632,HAWAII SOCIETY OF OBSTETRICIANS AND GYNECOLOGISTS,% JOHN UOHARA,PO BOX 62300,HONOLULU,HI,96839-2300,0.0,3.0,3.0,2000.0,201908.0,1.0,15.0,0.0,1.0,1.0,202312.0,3.0,3.0,2.0,0.0,12.0,79723.0,32976.0,32976.0,E99,
HAWAII SPEECH-LANGUAGE-HEARING ASSOCIATION,990192662,HAWAII SPEECH-LANGUAGE-HEARING ASSOCIATION,,PO BOX 235888,HONOLULU,HI,96823-3516,0.0,6.0,3.0,2000.0,198206.0,2.0,0.0,205123530.0,1.0,1.0,202406.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,,
HAWAII SPEECH-LANGUAGE-HEARING FOUNDATION,990290043,HAWAII SPEECH-LANGUAGE-HEARING FOUNDATION,,PO BOX 235888,HONOLULU,HI,96823-3516,0.0,3.0,3.0,1000.0,199110.0,1.0,15.0,205000000.0,1.0,1.0,202406.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,,
HAWAII STATE ASSEMBLY,NOT FOUND,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAWAII STATE COALITION AGAINST DOMESTIC VIOLENCE,990235218,HAWAII STATE COALITION AGAINST DOMESTIC VIOLENCE,,PO BOX 214,HONOLULU,HI,96810-0214,0.0,3.0,3.0,1000.0,198508.0,1.0,15.0,569994000.0,1.0,1.0,202309.0,4.0,6.0,1.0,0.0,9.0,400004.0,1014301.0,1014301.0,P43Z,
HAWAII STATE RURAL HEALTH ASSOCIATION,990338158,HAWAII STATE RURAL HEALTH ASSOCIATION,% LISA RANTZ,140 RAINBOW DR,HILO,HI,96720-2065,0.0,3.0,3.0,1000.0,199812.0,1.0,15.0,205000000.0,1.0,1.0,202212.0,5.0,6.0,1.0,0.0,12.0,794066.0,1511520.0,1511520.0,E03,
HAWAII STATE VOLUNTARY ORG ACTIVE IN DISASTER-HSVOAD,743164180,HAWAII STATE VOLUNTARY ORG ACTIVE IN DISASTER-HSVOAD,% TREASURER,7524 LAIELUA PL,HONOLULU,HI,96825-2935,0.0,3.0,3.0,1260.0,200703.0,1.0,16.0,0.0,1.0,1.0,202312.0,4.0,4.0,1.0,0.0,12.0,258409.0,232310.0,232310.0,M20,
HAWAII STROKE COALITION,832393705,HAWAII STROKE COALITION,% MATTHEW KOENIG MD,PO BOX 2321,HONOLULU,HI,96804-2321,0.0,3.0,3.0,1000.0,201909.0,1.0,15.0,0.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,G99,
HAWAII STUDENT NURSES ASSOCIATION,383938388,HAWAII STUDENT NURSES ASSOCIATION,% JOSEPHINE ARAKI,3140 WAIALAE AVE HENRY HALL R 110,HONOLULU,HI,96816-1510,0.0,3.0,3.0,2000.0,201604.0,1.0,15.0,0.0,1.0,1.0,202406.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,E03,HISNA
HAWAII SUBSTANCE ABUSE COALITION,261507935,HAWAII SUBSTANCE ABUSE COALITION,% HINA MAUKA,PO BOX 1895,KAUNAKAKAI,HI,96748-1895,0.0,3.0,3.0,1000.0,201407.0,1.0,15.0,0.0,1.0,1.0,202406.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,F22,
HAWAII THERAPEUTIC HORSEBACK RIDING,833706463,HAWAII THERAPEUTIC HORSEBACK RIDING,% CORRIE KEHAU AGON,1350 MANU MELE ST,KAILUA,HI,96734-4319,0.0,3.0,3.0,1000.0,201904.0,1.0,16.0,0.0,1.0,1.0,202312.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,E60,
HAWAII TRIATHLON CENTER CLUB,861912535,HAWAII TRIATHLON CENTER CLUB,% AMANDA JONES,616 HAMAKUA PL,KAILUA,HI,96734-3924,0.0,3.0,3.0,2000.0,202107.0,1.0,16.0,0.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,,
HAWAII UNITED INDIVIDUALS,020811008,HAWAII UNITED INDIVIDUALS,% ELIZABETH BUSH,64-5234 HOHOLA DR,KAMUELA,HI,96743-8110,0.0,3.0,3.0,1200.0,200804.0,1.0,15.0,0.0,1.0,1.0,202212.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,F21,
HAWAII UNITED OKINAWA ASSOCIATION,061665576,HAWAII UNITED OKINAWA ASSOCIATION,,94-587 UKEE ST,WAIPAHU,HI,96797-4214,4200.0,3.0,9.0,1000.0,199611.0,1.0,15.0,564000000.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,,OKINAWAN GENEAOLOGICAL SOCIETY OF H
HAWAII VASCULAR SOCIETY,472163463,HAWAII VASCULAR SOCIETY,% ELNA MASUDA,888 S KING ST,HONOLULU,HI,96813-3097,0.0,3.0,3.0,1200.0,202411.0,1.0,15.0,0.0,1.0,1.0,,0.0,0.0,2.0,0.0,12.0,,,,P99,
HAWAII VETERINARY MEDICAL ASSOCIATION,990265672,HAWAII VETERINARY MEDICAL ASSOCIATION,,PO BOX 61309,HONOLULU,HI,96839-1309,0.0,6.0,3.0,1000.0,199207.0,2.0,0.0,205000000.0,1.0,1.0,202312.0,4.0,4.0,1.0,0.0,12.0,134298.0,208555.0,208555.0,,
HAWAII WATER ENVIRONMENT ASSOCIATION,990298151,HAWAII WATER ENVIRONMENT ASSOCIATION,,PO BOX 2422,HONOLULU,HI,96804-2422,0.0,3.0,3.0,1000.0,199306.0,1.0,16.0,408000000.0,1.0,1.0,202402.0,4.0,5.0,1.0,0.0,2.0,434252.0,658297.0,624640.0,C022,
HAWAII WILDERNESS MEDICINE,833754527,HAWAII WILDERNESS MEDICINE,,3594 KUMUKOA ST,HONOLULU,HI,96822-1108,0.0,3.0,3.0,1268.0,201905.0,1.0,16.0,0.0,1.0,1.0,202312.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,E01,
HAWAII YOUNG HEALTHCARE PROFESSIONALS,843421671,HAWAII YOUNG HEALTHCARE PROFESSIONALS,,PO BOX 22207,HONOLULU,HI,96823-2207,0.0,3.0,3.0,1200.0,202005.0,1.0,16.0,0.0,5.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,E03,
HAWAIIAN ISLANDS PERIANESTHESIA NURSES,990258392,HAWAIIAN ISLANDS PERIANESTHESIA NURSES,% MICHELE FERGUSON,PO BOX 22242,HONOLULU,HI,96823-2242,0.0,3.0,3.0,1000.0,199207.0,1.0,4.0,995000000.0,5.0,1.0,202412.0,3.0,1.0,0.0,1.0,12.0,42643.0,6984.0,,,
HAWAIIAN ISLANDS PROFESSIONAL PANEL OF EXPERTS,843131519,HAWAIIAN ISLANDS PROFESSIONAL PANEL OF EXPERTS,% JOANNIE L TORIO,94-1060 ANANIA CIR,MILILANI,HI,96789-2041,0.0,3.0,3.0,1200.0,201910.0,1.0,15.0,0.0,2.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,P51,HIPPE
HAWAIIAN OUTRIGGER CANOE VOYAGING SOCIETY,NOT FOUND,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAZEL JANSEN FOUNDATION,862265815,HAZEL JANSEN FOUNDATION,,4330 NORTH WAIAKALUA ROAD,KILAUEA,HI,96754-5401,0.0,3.0,3.0,1000.0,202112.0,1.0,15.0,0.0,1.0,1.0,202112.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,P40,
HEALTH EMPOWERMENT ADVOCACY AND LEARNING,920415606,HEALTH EMPOWERMENT ADVOCACY AND LEARNING,% SUSAN HARVEY,316C KALAMA ST,KAILUA,HI,96734-2064,0.0,3.0,3.0,1200.0,202209.0,1.0,4.0,0.0,1.0,1.0,202412.0,1.0,1.0,0.0,1.0,12.0,1324.0,100.0,,E70,HEAL
HEALTH RESEARCH FOUNDATION OF THEPACIFIC INC,208217739,HEALTH RESEARCH FOUNDATION OF THEPACIFIC INC,,1130 N NIMITZ HWY RM A224,HONOLULU,HI,96817-5781,0.0,3.0,3.0,2000.0,200809.0,1.0,15.0,0.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,B99,
HEALTHCARE ASSOCIATION OF HAWAII,990105817,HEALTHCARE ASSOCIATION OF HAWAII,% BESS HAYASHI,707 RICHARDS STREET PH2,HONOLULU,HI,96813-4613,0.0,6.0,3.0,2000.0,195106.0,2.0,0.0,920179000.0,1.0,1.0,202406.0,7.0,7.0,1.0,0.0,6.0,6341073.0,5307613.0,4397150.0,,
HEALTHFORCE FOUNDATION INC,463357787,HEALTHFORCE FOUNDATION INC,,725 KAPIOLANI BLVD,HONOLULU,HI,96813-6012,0.0,3.0,3.0,1200.0,201407.0,1.0,3.0,0.0,1.0,1.0,202312.0,4.0,4.0,0.0,1.0,12.0,359600.0,100000.0,,G99,
HEAR 4 HOPE INC,990938634,HEAR 4 HOPE INC,% TORI CARAPELHO,4348 WAIALAE AVE 812,HONOLULU,HI,96816-5767,0.0,3.0,3.0,1200.0,202402.0,1.0,16.0,0.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,B90,
HEART START HAWAII FOUNDATION,465387294,HEART START HAWAII FOUNDATION,% TREVOR BENN,1224 KOKO HEAD AVE,HONOLULU,HI,96816-3210,0.0,3.0,3.0,1000.0,201508.0,1.0,15.0,0.0,1.0,1.0,202312.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,E80,
HEART THE EARTH INC,263897697,HEART THE EARTH INC,% CATHERINE CHAN-HALBRENDT,PO BOX 420,WAIALUA,HI,96791-0420,0.0,3.0,3.0,1000.0,201302.0,1.0,15.0,0.0,1.0,1.0,202212.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,Q30,
HELPING HANDS SMILES PROJECT,842505236,HELPING HANDS SMILES PROJECT,% CARL KOBAYASHI,PO BOX 12375,LAHAINA,HI,96761-7375,0.0,3.0,3.0,1000.0,201908.0,1.0,15.0,0.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,E32,
HELPING ONCOLOGY PATIENTS EVERYWHERE ACROSS HAWAII INC,831581517,HELPING ONCOLOGY PATIENTS EVERYWHERE ACROSS HAWAII INC,,583 KAMOKU ST APT 2805,HONOLULU,HI,96826-5236,0.0,3.0,3.0,1000.0,201808.0,1.0,15.0,0.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,G12,HOPE ACROSS HAWAII FOUNDATION
HERO SCIENCE FOUNDATION,472823482,HERO SCIENCE FOUNDATION,% KEITH POWERS,187 KALUANUI RD,MAKAWAO,HI,96768-7605,0.0,3.0,3.0,1000.0,201505.0,1.0,15.0,0.0,1.0,1.0,202312.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,H12,
HIGHLANDS WATER ASSOCIATION INC,320223239,HIGHLANDS WATER ASSOCIATION INC,% JS PROPERTY MANAGEMENT INC,1962 WELLS ST STE B,WAILUKU,HI,96793-2399,0.0,12.0,3.0,2000.0,202211.0,2.0,0.0,0.0,1.0,1.0,202312.0,6.0,6.0,1.0,0.0,12.0,2171037.0,2372868.0,797279.0,W80,
HILO MEDICAL CENTER FOUNDATION,990323155,HILO MEDICAL CENTER FOUNDATION,,1190 WAIANUENUE AVE,HILO,HI,96720-2020,0.0,3.0,3.0,1000.0,199601.0,1.0,15.0,994602000.0,1.0,1.0,202306.0,6.0,6.0,1.0,0.0,6.0,2689095.0,1872953.0,1857947.0,T99Z,
HILO ROTARY CLUB FOUNDATION,990294060,HILO ROTARY CLUB FOUNDATION,% STEVE HANDY JR,PO BOX 4192,HILO,HI,96720-0192,0.0,3.0,3.0,1000.0,199205.0,1.0,4.0,602994000.0,1.0,1.0,202312.0,4.0,4.0,0.0,1.0,12.0,113475.0,143351.0,,,
HIPI,912145368,HIPI,% THOMAS TURBEVILLE,16-179 MELEKAHIWA ST,KEAAU,HI,96749-8017,0.0,3.0,1.0,1000.0,200203.0,1.0,17.0,0.0,1.0,1.0,202306.0,4.0,1.0,2.0,0.0,6.0,235598.0,9600.0,9600.0,F02,
HIRAM LEONG FONG AND ELLYN LO FONG,990270213,HIRAM LEONG FONG AND ELLYN LO FONG,% MERIE GUSHI,185 W WAIKO RD,WAILUKU,HI,96793-9324,0.0,3.0,3.0,1000.0,198906.0,1.0,4.0,0.0,1.0,1.0,202412.0,4.0,3.0,0.0,1.0,12.0,120363.0,43977.0,,,
HMSA FOUNDATION,990250429,HMSA FOUNDATION,,PO BOX 860,HONOLULU,HI,96808-0860,0.0,3.0,3.0,1000.0,199801.0,1.0,4.0,167162000.0,1.0,1.0,202312.0,8.0,6.0,0.0,1.0,12.0,17981438.0,2592844.0,,H99E,
